epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,269.443,1.55481,1.00458,0.96856,0.69301,0.98039,0.83308,0.44465,1.43755,1.63238,1.02802,0.0011882,0.0011882,0.0011882
43,276.015,1.4898,1.17161,1.00792,0.69944,0.98039,0.82034,0.44921,1.36656,1.33556,1.00303,0.0011684,0.0011684,0.0011684
44,283.531,1.55307,1.18278,0.93999,0.69944,0.98039,0.82034,0.44921,1.36656,1.33556,1.00303,0.0011486,0.0011486,0.0011486
45,289.777,1.51444,1.1675,1.00145,0.69944,0.98039,0.82034,0.44921,1.36656,1.33556,1.00303,0.0011288,0.0011288,0.0011288
46,295.733,1.52748,1.06311,0.98942,0.70317,0.98039,0.78786,0.42893,1.4365,1.17667,1.0073,0.001109,0.001109,0.001109
47,301.672,1.5662,1.07267,1.04883,0.70317,0.98039,0.78786,0.42893,1.4365,1.17667,1.0073,0.0010892,0.0010892,0.0010892
48,307.706,1.43472,0.93312,0.9718,0.70317,0.98039,0.78786,0.42893,1.4365,1.17667,1.0073,0.0010694,0.0010694,0.0010694
49,313.82,1.44172,0.95214,1.05632,0.70317,0.98039,0.78786,0.42893,1.4365,1.17667,1.0073,0.0010496,0.0010496,0.0010496
50,320.087,1.59787,1.14217,0.96111,0.66639,1,0.74412,0.40577,1.43741,1.13371,1.01165,0.0010298,0.0010298,0.0010298
51,326.14,1.43761,1.046,1.00758,0.66639,1,0.74412,0.40577,1.43741,1.13371,1.01165,0.00101,0.00101,0.00101
52,331.983,1.39421,0.96814,0.96369,0.66639,1,0.74412,0.40577,1.43741,1.13371,1.01165,0.0009902,0.0009902,0.0009902
53,338.818,1.50772,1.04275,0.97718,0.67038,1,0.71662,0.38394,1.42881,1.16785,1.00871,0.0009704,0.0009704,0.0009704
54,345.601,1.40635,1.02612,0.9701,0.67038,1,0.71662,0.38394,1.42881,1.16785,1.00871,0.0009506,0.0009506,0.0009506
55,352.391,1.41158,1.06895,0.97777,0.67038,1,0.71662,0.38394,1.42881,1.16785,1.00871,0.0009308,0.0009308,0.0009308
56,359.249,1.37213,1.31903,1.04548,0.67771,0.98962,0.69869,0.39412,1.38643,1.18953,0.9949,0.000911,0.000911,0.000911
57,366.271,1.45991,1.07644,1.04857,0.67771,0.98962,0.69869,0.39412,1.38643,1.18953,0.9949,0.0008912,0.0008912,0.0008912
58,373.457,1.60983,1.06353,0.97338,0.67771,0.98962,0.69869,0.39412,1.38643,1.18953,0.9949,0.0008714,0.0008714,0.0008714
59,380.754,1.47715,1.01602,0.97669,0.67557,0.97991,0.70573,0.39617,1.396,1.17044,0.98828,0.0008516,0.0008516,0.0008516
60,387.107,1.44717,1.0253,0.97677,0.67557,0.97991,0.70573,0.39617,1.396,1.17044,0.98828,0.0008318,0.0008318,0.0008318
61,393.434,1.5315,1.28724,0.94022,0.67557,0.97991,0.70573,0.39617,1.396,1.17044,0.98828,0.000812,0.000812,0.000812
62,399.711,1.40438,0.89168,0.94788,0.66876,0.98973,0.70057,0.40482,1.36148,1.15625,0.98142,0.0007922,0.0007922,0.0007922
63,405.986,1.45219,0.92422,0.98474,0.66876,0.98973,0.70057,0.40482,1.36148,1.15625,0.98142,0.0007724,0.0007724,0.0007724
