epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,552.086,1.21607,1.03491,1.00192,0.83054,0.87028,0.8653,0.56736,1.18355,0.91547,1.07207,0.000990365,0.000990365,0.000990365
43,565.19,1.12218,0.97557,0.99128,0.83054,0.87028,0.8653,0.56736,1.18355,0.91547,1.07207,0.000973861,0.000973861,0.000973861
44,578.422,1.19167,0.95143,1.01884,0.77703,0.82963,0.8337,0.55948,1.16186,0.90519,1.07237,0.000957358,0.000957358,0.000957358
45,592.221,1.23935,0.94451,1.03731,0.77703,0.82963,0.8337,0.55948,1.16186,0.90519,1.07237,0.000940855,0.000940855,0.000940855
46,606.649,1.26153,0.87733,1.01617,0.69166,0.89874,0.84305,0.55252,1.19838,0.89171,1.0804,0.000924352,0.000924352,0.000924352
47,622.733,1.155,0.8995,0.99898,0.78842,0.85367,0.86382,0.54591,1.25486,0.85138,1.0972,0.000907848,0.000907848,0.000907848
48,637.193,1.29876,0.92616,1.04464,0.78842,0.85367,0.86382,0.54591,1.25486,0.85138,1.0972,0.000891345,0.000891345,0.000891345
49,651.708,1.19734,0.90669,1.02345,0.83583,0.86215,0.86382,0.56425,1.20065,0.82913,1.08753,0.000874842,0.000874842,0.000874842
50,666.152,1.1983,0.90439,1.00965,0.83583,0.86215,0.86382,0.56425,1.20065,0.82913,1.08753,0.000858338,0.000858338,0.000858338
51,681.847,1.23478,0.9337,1.00293,0.88673,0.86344,0.88495,0.58469,1.15337,0.80338,1.07121,0.000841835,0.000841835,0.000841835
52,696.767,1.21217,0.90437,0.98333,0.88673,0.86344,0.88495,0.58469,1.15337,0.80338,1.07121,0.000825332,0.000825332,0.000825332
53,712.595,1.17626,0.90668,1.01454,0.85279,0.84272,0.86877,0.58941,1.12468,0.78716,1.06289,0.000808828,0.000808828,0.000808828
54,727.514,1.26216,0.84743,1.00654,0.83518,0.84806,0.87518,0.60531,1.11035,0.77079,1.05455,0.000792325,0.000792325,0.000792325
55,743.8,1.23078,0.94897,1.03487,0.83518,0.84806,0.87518,0.60531,1.11035,0.77079,1.05455,0.000775822,0.000775822,0.000775822
56,758.928,1.20319,0.88786,0.97829,0.82559,0.88369,0.89169,0.60825,1.14304,0.75682,1.05947,0.000759318,0.000759318,0.000759318
57,773.345,1.22234,0.87092,1.04404,0.82559,0.88369,0.89169,0.60825,1.14304,0.75682,1.05947,0.000742815,0.000742815,0.000742815
58,788.299,1.17333,0.92296,0.99882,0.83343,0.87651,0.89711,0.60294,1.18608,0.76451,1.05959,0.000726312,0.000726312,0.000726312
59,803.505,1.14502,0.82391,0.99522,0.83343,0.87651,0.89711,0.60294,1.18608,0.76451,1.05959,0.000709809,0.000709809,0.000709809
60,818.856,1.19159,0.88337,1.01647,0.85385,0.86049,0.8907,0.60751,1.15481,0.76724,1.04527,0.000693305,0.000693305,0.000693305
61,833.625,1.18076,0.91068,1.00054,0.85385,0.86049,0.8907,0.60751,1.15481,0.76724,1.04527,0.000676802,0.000676802,0.000676802
62,848.973,1.12891,0.83351,0.9716,0.86301,0.87136,0.87921,0.6051,1.10126,0.75964,1.02927,0.000660299,0.000660299,0.000660299
63,865.484,1.11908,0.81255,0.97823,0.86742,0.87136,0.86614,0.59285,1.08256,0.75629,1.02533,0.000643795,0.000643795,0.000643795
64,881.592,1.15598,0.8194,0.96619,0.86742,0.87136,0.86614,0.59285,1.08256,0.75629,1.02533,0.000627292,0.000627292,0.000627292
65,898.549,1.1244,0.79994,0.98713,0.86114,0.86627,0.87208,0.58942,1.09863,0.74889,1.03289,0.000610789,0.000610789,0.000610789
66,915.547,1.12034,0.78483,0.98093,0.86114,0.86627,0.87208,0.58942,1.09863,0.74889,1.03289,0.000594286,0.000594286,0.000594286
67,932.037,1.12639,0.78945,0.95608,0.8787,0.85262,0.87072,0.58153,1.12208,0.74089,1.04067,0.000577782,0.000577782,0.000577782
68,948.139,1.18352,0.81979,0.98914,0.8787,0.85262,0.87072,0.58153,1.12208,0.74089,1.04067,0.000561279,0.000561279,0.000561279
69,964.604,1.20684,0.78395,1.0023,0.86229,0.86907,0.86827,0.58378,1.12508,0.73852,1.04946,0.000544776,0.000544776,0.000544776
70,984.852,1.12244,0.74264,0.95264,0.85409,0.87387,0.85847,0.58518,1.11677,0.73172,1.06444,0.000528272,0.000528272,0.000528272
71,1001.74,1.17507,0.83779,0.98476,0.85409,0.87387,0.85847,0.58518,1.11677,0.73172,1.06444,0.000511769,0.000511769,0.000511769
72,1018.05,1.01713,8.48291,0.86066,0.85247,0.86619,0.85971,0.58124,1.1045,0.73697,1.06685,0.000495266,0.000495266,0.000495266
73,1034.67,1.15371,0.90616,0.98026,0.85247,0.86619,0.85971,0.58124,1.1045,0.73697,1.06685,0.000478762,0.000478762,0.000478762
74,1050.92,1.21969,0.86562,0.99483,0.85134,0.86205,0.85024,0.57894,1.112,0.75018,1.07657,0.000462259,0.000462259,0.000462259
75,1067.13,1.14431,0.83553,0.97039,0.85134,0.86205,0.85024,0.57894,1.112,0.75018,1.07657,0.000445756,0.000445756,0.000445756
76,1084.02,1.17049,0.81383,0.9861,0.82797,0.89422,0.85885,0.58139,1.10281,0.76508,1.08034,0.000429253,0.000429253,0.000429253
