epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,1341.6,1.24647,0.79662,0.97924,0.62534,0.93515,0.69934,0.48591,1.26973,1.04402,1.10299,0.000792325,0.000792325,0.000792325
55,1368.55,1.18646,0.74374,0.96897,0.62733,0.95376,0.67357,0.45416,1.24418,1.07239,1.08979,0.000775822,0.000775822,0.000775822
56,1394.87,1.21242,0.78992,0.96523,0.60966,0.93181,0.66478,0.44402,1.25191,1.14173,1.08486,0.000759318,0.000759318,0.000759318
57,1422.98,1.194,0.79213,0.98591,0.59496,0.90735,0.66273,0.44401,1.23137,1.21931,1.07522,0.000742815,0.000742815,0.000742815
58,1451.18,1.17026,0.81221,0.98673,0.55261,0.78656,0.65745,0.44714,1.23947,1.30158,1.08237,0.000726312,0.000726312,0.000726312
59,1479.3,1.17741,0.79572,0.97535,0.64282,0.68276,0.67866,0.46062,1.27929,1.36986,1.10048,0.000709809,0.000709809,0.000709809
60,1506.13,1.18908,0.77687,0.97728,0.68863,0.67205,0.69167,0.47156,1.28429,1.42498,1.10505,0.000693305,0.000693305,0.000693305
61,1533.67,1.18138,0.7783,0.94694,0.68233,0.67205,0.69666,0.47112,1.2953,1.41467,1.10996,0.000676802,0.000676802,0.000676802
62,1561.08,1.17673,0.77582,0.99993,0.68233,0.67205,0.69666,0.47112,1.2953,1.41467,1.10996,0.000660299,0.000660299,0.000660299
63,1588.71,1.16929,0.76598,0.96238,0.67951,0.67692,0.69942,0.47307,1.27899,1.31557,1.11078,0.000643795,0.000643795,0.000643795
64,1615.99,1.17445,0.75208,0.98195,0.60378,0.81036,0.69812,0.47433,1.27591,1.24326,1.11995,0.000627292,0.000627292,0.000627292
65,1643.75,1.20199,0.76189,0.96577,0.60386,0.75646,0.68094,0.4611,1.29392,1.3073,1.13382,0.000610789,0.000610789,0.000610789
66,1670.57,1.1334,0.75919,0.96895,0.59572,0.7792,0.66905,0.44739,1.29713,1.28993,1.13289,0.000594286,0.000594286,0.000594286
67,1697.26,1.13646,0.74652,0.96699,0.58407,0.78385,0.64737,0.42578,1.29434,1.29383,1.12826,0.000577782,0.000577782,0.000577782
68,1723.87,1.13792,0.74173,0.97202,0.57262,0.80528,0.64295,0.42525,1.28798,1.2923,1.12464,0.000561279,0.000561279,0.000561279
69,1752.35,1.16493,0.7643,0.96765,0.57581,0.79482,0.65966,0.44589,1.27651,1.29143,1.11975,0.000544776,0.000544776,0.000544776
70,1782.67,1.13312,0.68439,0.94778,0.57581,0.79482,0.65966,0.44589,1.27651,1.29143,1.11975,0.000528272,0.000528272,0.000528272
71,1810.43,1.10278,0.71256,0.94758,0.5786,0.80473,0.65986,0.44866,1.26525,1.28005,1.11566,0.000511769,0.000511769,0.000511769
